id,target,horizon,model,window,universe,features,eval_on,coverage,n,days,blocks,acc,null,skill,ci_lo,ci_hi,deff,agreement,day_acc,by_day,k,sel,calls_up,trials,se,bar,passes
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.5,359255,882,14,0.5257519032442137,0.5756551752933153,-0.04990327204910161,0.48089121053337885,0.5651289016481661,695.6165307250053,0.8863591134115774,0.673469387755102,"           day    n       acc   frac_up      y_up
0   2021-04-01  354  0.387006  0.073446  0.601695
1   2021-04-05  353  0.385269  0.062323  0.603399
2   2021-04-06  354  0.375706  0.076271  0.610169
3   2021-04-07  355  0.366197  0.081690  0.625352
4   2021-04-08  355  0.349296  0.095775  0.650704
..         ...  ...       ...       ...       ...
877 2024-09-26  448  0.491071  0.970982  0.479911
878 2024-09-27  449  0.492205  0.971047  0.481069
879 2024-09-30  449  0.494432  0.966592  0.474388
880 2024-10-01  450  0.464444  0.968889  0.451111
881 2024-10-02  450  0.455556  0.968889  0.442222

[882 rows x 5 columns]",,,,338,0.02148920691703756,0.07333486419115091,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.25,179401,882,14,0.5223883924838769,0.5609723468654021,-0.038583954381525176,0.47739421302130514,0.5633460797148193,353.185196290336,0.8859145757542417,0.5600907029478458,"           day    n       acc   frac_up      y_up
0   2021-04-01  177  0.468927  0.039548  0.548023
1   2021-04-05  176  0.420455  0.028409  0.585227
2   2021-04-06  177  0.429379  0.028249  0.587571
3   2021-04-07  177  0.395480  0.033898  0.615819
4   2021-04-08  177  0.350282  0.056497  0.661017
..         ...  ...       ...       ...       ...
877 2024-09-26  224  0.500000  0.977679  0.495536
878 2024-09-27  224  0.504464  0.973214  0.495536
879 2024-09-30  224  0.504464  0.968750  0.482143
880 2024-10-01  225  0.488889  0.968889  0.475556
881 2024-10-02  225  0.462222  0.964444  0.444444

[882 rows x 5 columns]",,,,339,0.021926496605488312,0.07484615386081546,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.1,71488,882,14,0.5115963518352731,0.5298231871083259,-0.0182268352730528,0.4592266825451053,0.5632404723625651,202.4331175842046,0.8678678392041619,0.5238095238095238,"           day   n       acc   frac_up      y_up
0   2021-04-01  70  0.571429  0.042857  0.471429
1   2021-04-05  70  0.500000  0.028571  0.500000
2   2021-04-06  70  0.528571  0.057143  0.500000
3   2021-04-07  71  0.535211  0.056338  0.492958
4   2021-04-08  71  0.507042  0.070423  0.535211
..         ...  ..       ...       ...       ...
877 2024-09-26  89  0.550562  0.955056  0.528090
878 2024-09-27  89  0.539326  0.966292  0.528090
879 2024-09-30  89  0.528090  0.955056  0.505618
880 2024-10-01  90  0.488889  0.955556  0.488889
881 2024-10-02  90  0.488889  0.944444  0.477778

[882 rows x 5 columns]",,,,340,0.02653413005547445,0.09059721616531662,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.05,35519,882,14,0.5121484276021284,0.5096990343196599,0.002449393282468515,0.45306476542366825,0.5697274612862603,123.62819178241247,0.8527202636809746,0.5249433106575964,"           day   n       acc   frac_up      y_up
0   2021-04-01  35  0.657143  0.028571  0.371429
1   2021-04-05  35  0.571429  0.028571  0.400000
2   2021-04-06  35  0.600000  0.085714  0.428571
3   2021-04-07  35  0.571429  0.057143  0.485714
4   2021-04-08  35  0.542857  0.114286  0.514286
..         ...  ..       ...       ...       ...
877 2024-09-26  44  0.500000  0.954545  0.500000
878 2024-09-27  44  0.477273  0.954545  0.477273
879 2024-09-30  44  0.568182  0.909091  0.522727
880 2024-10-01  45  0.488889  0.911111  0.488889
881 2024-10-02  45  0.511111  0.911111  0.511111

[882 rows x 5 columns]",,,,341,0.029760891801681642,0.10164015544540951,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.02,13999,882,14,0.5262518751339381,0.5201085791842275,0.0061432959497106365,0.45551346863925973,0.6003246422358642,77.0109940428477,0.8503764204094336,0.5328798185941043,"           day   n       acc   frac_up      y_up
0   2021-04-01  14  0.714286  0.000000  0.285714
1   2021-04-05  14  0.714286  0.000000  0.285714
2   2021-04-06  14  0.785714  0.142857  0.357143
3   2021-04-07  14  0.642857  0.142857  0.500000
4   2021-04-08  14  0.642857  0.214286  0.428571
..         ...  ..       ...       ...       ...
877 2024-09-26  17  0.470588  0.941176  0.529412
878 2024-09-27  17  0.529412  0.941176  0.588235
879 2024-09-30  17  0.470588  0.823529  0.411765
880 2024-10-01  18  0.388889  0.888889  0.388889
881 2024-10-02  18  0.500000  0.944444  0.444444

[882 rows x 5 columns]",,,,342,0.03694162591750115,0.1261956516986647,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,0.01,6887,882,14,0.5581530419631189,0.548424568026717,0.00972847393640186,0.4835956751171688,0.6350095975737333,41.58484552294823,0.8573970593528416,0.518140589569161,"           day  n       acc   frac_up      y_up
0   2021-04-01  7  0.857143  0.000000  0.142857
1   2021-04-05  7  0.714286  0.000000  0.285714
2   2021-04-06  7  0.714286  0.000000  0.285714
3   2021-04-07  7  0.857143  0.142857  0.285714
4   2021-04-08  7  0.857143  0.142857  0.285714
..         ... ..       ...       ...       ...
877 2024-09-26  8  0.500000  0.875000  0.625000
878 2024-09-27  8  0.375000  0.875000  0.500000
879 2024-09-30  8  0.750000  0.875000  0.625000
880 2024-10-01  9  0.555556  0.888889  0.444444
881 2024-10-02  9  0.555556  0.888889  0.444444

[882 rows x 5 columns]",,,,343,0.03862600062667463,0.13198262445135828,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,,8820,882,14,0.5816326530612245,0.5846938775510204,-0.003061224489795955,0.5065731292517007,0.6600963718820861,53.779603032101946,0.5,0.808390022675737,,5.0,balanced,0.5,344,0.03916409250775138,0.13385461411452973,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,,17640,882,14,0.557312925170068,0.5599206349206349,-0.0026077097505669,0.4866170634920635,0.6285204081632653,94.46153695692783,0.5,0.7551020408163265,,10.0,balanced,0.5,345,0.03619983282428616,0.12375414028266964,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,,35280,882,14,0.5363378684807256,0.5329365079365079,0.003401360544217691,0.4753578514739229,0.5955803571428571,131.55640068139365,0.5,0.6802721088435374,,20.0,balanced,0.5,346,0.030669006548197493,0.10487220734026029,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,,70560,882,14,0.5230017006802721,0.5137613378684808,0.009240362811791303,0.4708875425170068,0.5720588860544217,181.8129812481829,0.5,0.590702947845805,,40.0,balanced,0.5,347,0.0258090162085242,0.08827532317239543,False
I_extremes20_63_ens_lh_v2_no_market,extremes20,63,ens_lh,expanding,liquid,v2_no_market,relative,,141120,882,14,0.5125425170068028,0.5020549886621315,0.01048752834467126,0.46598604024943313,0.5576969954648525,298.6592761030564,0.5,0.5022675736961452,,80.0,balanced,0.5,348,0.023395651840668212,0.08004050491116302,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,1.0,718940,882,14,0.517959774111887,0.5610941107741954,-0.04313433666230837,0.4844571629631576,0.5471485633895391,776.1599311975306,0.8267482317708894,0.7290249433106576,"           day    n       acc   frac_up      y_up
0   2021-04-01  708  0.429379  0.233051  0.583333
1   2021-04-05  707  0.424328  0.230552  0.574257
2   2021-04-06  709  0.409027  0.234133  0.576869
3   2021-04-07  710  0.400000  0.230986  0.591549
4   2021-04-08  710  0.387324  0.243662  0.597183
..         ...  ...       ...       ...       ...
877 2024-09-26  896  0.502232  0.924107  0.477679
878 2024-09-27  898  0.489978  0.913140  0.469933
879 2024-09-30  898  0.500000  0.899777  0.477728
880 2024-10-01  900  0.493333  0.911111  0.466667
881 2024-10-02  901  0.492786  0.911210  0.463929

[882 rows x 5 columns]",,,,349,0.015992704190403443,0.05472717358068296,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.5,359255,882,14,0.5226900112733295,0.5753768214777804,-0.052686810204450873,0.47718529926924624,0.5612689517450228,681.4963110908428,0.8896998555802637,0.6870748299319728,"           day    n       acc   frac_up      y_up
0   2021-04-01  354  0.406780  0.104520  0.601695
1   2021-04-05  353  0.393768  0.073654  0.600567
2   2021-04-06  354  0.392655  0.090395  0.612994
3   2021-04-07  355  0.377465  0.115493  0.608451
4   2021-04-08  355  0.352113  0.109859  0.650704
..         ...  ...       ...       ...       ...
877 2024-09-26  448  0.482143  0.973214  0.468750
878 2024-09-27  449  0.496659  0.968820  0.483296
879 2024-09-30  449  0.501114  0.962138  0.476615
880 2024-10-01  450  0.471111  0.964444  0.453333
881 2024-10-02  450  0.460000  0.964444  0.442222

[882 rows x 5 columns]",,,,350,0.021449911345861362,0.0734197168340902,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.25,179401,882,14,0.5192836160333555,0.5597404696740821,-0.0404568536407266,0.47374095700874275,0.5603480784375905,350.0532423121731,0.8897917513308031,0.5873015873015873,"           day    n       acc   frac_up      y_up
0   2021-04-01  177  0.457627  0.039548  0.559322
1   2021-04-05  176  0.426136  0.034091  0.573864
2   2021-04-06  177  0.429379  0.033898  0.581921
3   2021-04-07  177  0.412429  0.073446  0.593220
4   2021-04-08  177  0.344633  0.084746  0.649718
..         ...  ...       ...       ...       ...
877 2024-09-26  224  0.486607  0.973214  0.477679
878 2024-09-27  224  0.486607  0.973214  0.477679
879 2024-09-30  224  0.486607  0.964286  0.459821
880 2024-10-01  225  0.462222  0.968889  0.448889
881 2024-10-02  225  0.448889  0.964444  0.431111

[882 rows x 5 columns]",,,,351,0.022093653425726466,0.07564155968809173,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.1,71488,882,14,0.5126175022381378,0.5320053715308863,-0.019387869292748494,0.4608501497870978,0.5636259614451097,192.31419261004396,0.8732051871043538,0.5294784580498866,"           day   n       acc   frac_up      y_up
0   2021-04-01  70  0.514286  0.071429  0.500000
1   2021-04-05  70  0.442857  0.042857  0.542857
2   2021-04-06  70  0.500000  0.057143  0.528571
3   2021-04-07  71  0.478873  0.070423  0.563380
4   2021-04-08  71  0.436620  0.070423  0.605634
..         ...  ..       ...       ...       ...
877 2024-09-26  89  0.494382  0.966292  0.483146
878 2024-09-27  89  0.483146  0.977528  0.483146
879 2024-09-30  89  0.516854  0.943820  0.483146
880 2024-10-01  90  0.477778  0.944444  0.466667
881 2024-10-02  90  0.433333  0.944444  0.422222

[882 rows x 5 columns]",,,,352,0.02621831930051323,0.0897848721708209,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.05,35519,882,14,0.5110785776626594,0.5084039528139869,0.0026746248486725355,0.45141943021470105,0.5691503608471007,131.83596139197337,0.8547441667577007,0.5249433106575964,"           day   n       acc   frac_up      y_up
0   2021-04-01  35  0.628571  0.028571  0.400000
1   2021-04-05  35  0.571429  0.028571  0.400000
2   2021-04-06  35  0.628571  0.085714  0.400000
3   2021-04-07  35  0.571429  0.114286  0.485714
4   2021-04-08  35  0.457143  0.114286  0.600000
..         ...  ..       ...       ...       ...
877 2024-09-26  44  0.522727  0.954545  0.522727
878 2024-09-27  44  0.454545  0.954545  0.454545
879 2024-09-30  44  0.568182  0.909091  0.522727
880 2024-10-01  45  0.488889  0.911111  0.444444
881 2024-10-02  45  0.466667  0.888889  0.444444

[882 rows x 5 columns]",,,,353,0.03003340067153052,0.10287452973653946,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.02,13999,882,14,0.5202514465318951,0.5291806557611258,-0.008929209229230683,0.44602060390657783,0.5937970947316453,79.7090340018502,0.8415269282316101,0.5147392290249433,"           day   n       acc   frac_up      y_up
0   2021-04-01  14  0.714286  0.071429  0.357143
1   2021-04-05  14  0.642857  0.071429  0.285714
2   2021-04-06  14  0.714286  0.142857  0.428571
3   2021-04-07  14  0.714286  0.142857  0.428571
4   2021-04-08  14  0.857143  0.285714  0.285714
..         ...  ..       ...       ...       ...
877 2024-09-26  17  0.529412  0.882353  0.529412
878 2024-09-27  17  0.529412  0.941176  0.470588
879 2024-09-30  17  0.588235  0.882353  0.588235
880 2024-10-01  18  0.555556  0.944444  0.500000
881 2024-10-02  18  0.555556  0.888889  0.444444

[882 rows x 5 columns]",,,,354,0.03769808439414987,0.12915978700384292,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,0.01,6887,882,14,0.548424568026717,0.5474081603020183,0.001016407724698687,0.4735352854833436,0.6240640672600876,40.76303582576375,0.8554286794082712,0.5589569160997733,"           day  n       acc   frac_up      y_up
0   2021-04-01  7  1.000000  0.000000  0.000000
1   2021-04-05  7  0.714286  0.000000  0.285714
2   2021-04-06  7  0.714286  0.000000  0.285714
3   2021-04-07  7  1.000000  0.142857  0.142857
4   2021-04-08  7  1.000000  0.142857  0.142857
..         ... ..       ...       ...       ...
877 2024-09-26  8  0.625000  0.875000  0.750000
878 2024-09-27  8  0.625000  0.875000  0.500000
879 2024-09-30  8  0.625000  0.750000  0.625000
880 2024-10-01  9  0.444444  0.888889  0.333333
881 2024-10-02  9  0.777778  0.777778  0.555556

[882 rows x 5 columns]",,,,355,0.03840019943284285,0.1315969600548273,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,,8820,882,14,0.5810657596371882,0.5829931972789115,-0.0019274376417233174,0.508718820861678,0.65625,51.195430249821044,0.5,0.7879818594104309,,5.0,balanced,0.5,356,0.03763550488222501,0.12900725055583576,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,,17640,882,14,0.5539115646258503,0.5633219954648526,-0.009410430839002282,0.4842375283446712,0.625060941043084,93.8457121994037,0.5,0.7505668934240363,,10.0,balanced,0.5,357,0.03592433997408489,0.12317110152739774,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,,35280,882,14,0.5364795918367347,0.5372732426303855,-0.0007936507936507908,0.4724178004535147,0.5984141156462585,140.8070713924161,0.5,0.6723356009070295,,20.0,balanced,0.5,358,0.03214191714100605,0.11022881033794013,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,,70560,882,14,0.5234268707482993,0.5153202947845805,0.008106575963718776,0.4714714427437642,0.5732716836734694,188.05904949478827,0.5,0.5918367346938775,,40.0,balanced,0.5,359,0.025969449216761527,0.08908181565565962,False
I_extremes20_63_ens_lh_v2_all,extremes20,63,ens_lh,expanding,liquid,v2_all,relative,,141120,882,14,0.5100977891156463,0.5047406462585035,0.005357142857142838,0.46352891156462583,0.5551312712585034,290.2469484700647,0.5,0.46485260770975056,,80.0,balanced,0.5,360,0.02336794890149937,0.08017695510072151,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,1.0,830525,1008,48,0.5324583847566299,0.5443472502332862,-0.011888865476656352,0.5166718433743211,0.5478976438832864,218.2177044478613,0.7611208418055875,0.7470238095238095,"            day    n       acc   frac_up      y_up
0    2021-02-01  699  0.479256  0.314735  0.500715
1    2021-02-02  699  0.449213  0.301860  0.520744
2    2021-02-03  699  0.420601  0.277539  0.562232
3    2021-02-04  700  0.408571  0.287143  0.552857
4    2021-02-05  701  0.405136  0.273894  0.563481
...         ...  ...       ...       ...       ...
1003 2025-01-29  898  0.581292  0.788419  0.496659
1004 2025-01-30  897  0.603122  0.793757  0.510591
1005 2025-01-31  898  0.575724  0.787305  0.496659
1006 2025-02-03  898  0.583519  0.795100  0.507795
1007 2025-02-04  899  0.587319  0.794216  0.503893

[1008 rows x 5 columns]",,,,361,0.007965765435960531,0.02733749953512799,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.5,414995,1008,48,0.5471222544849937,0.5521753274135833,-0.005053072928589586,0.524024246770211,0.5695326721151235,230.91882008358226,0.8136979390557146,0.7053571428571429,"            day    n       acc   frac_up      y_up
0    2021-02-01  349  0.481375  0.243553  0.487106
1    2021-02-02  349  0.446991  0.226361  0.527221
2    2021-02-03  349  0.398281  0.174785  0.564470
3    2021-02-04  350  0.388571  0.191429  0.557143
4    2021-02-05  350  0.380000  0.177143  0.562857
...         ...  ...       ...       ...       ...
1003 2025-01-29  449  0.636971  0.861915  0.592428
1004 2025-01-30  448  0.680804  0.852679  0.627232
1005 2025-01-31  449  0.648107  0.870824  0.612472
1006 2025-02-03  449  0.659243  0.873051  0.616927
1007 2025-02-04  449  0.674833  0.875278  0.643653

[1008 rows x 5 columns]",,,,362,0.011609292179824619,0.03985097906201265,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.25,207241,1008,48,0.5569699046038188,0.5493266293831819,0.007643275220636903,0.5279667135613172,0.5852549390407876,167.41464203543143,0.7933538934134281,0.6359126984126984,"            day    n       acc   frac_up      y_up
0    2021-02-01  174  0.557471  0.218391  0.385057
1    2021-02-02  174  0.494253  0.218391  0.448276
2    2021-02-03  174  0.454023  0.166667  0.494253
3    2021-02-04  175  0.405714  0.177143  0.542857
4    2021-02-05  175  0.388571  0.171429  0.565714
...         ...  ...       ...       ...       ...
1003 2025-01-29  224  0.714286  0.839286  0.660714
1004 2025-01-30  224  0.758929  0.834821  0.718750
1005 2025-01-31  224  0.723214  0.843750  0.691964
1006 2025-02-03  224  0.723214  0.848214  0.687500
1007 2025-02-04  224  0.754464  0.852679  0.732143

[1008 rows x 5 columns]",,,,363,0.014614343234558784,0.050178099386663774,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.1,82572,1008,48,0.5663542120815773,0.5308215860097854,0.03553262607179197,0.5318797919631768,0.5997877796496404,97.24955147275955,0.7310095509952353,0.5714285714285714,"            day   n       acc   frac_up      y_up
0    2021-02-01  69  0.652174  0.289855  0.289855
1    2021-02-02  69  0.434783  0.275362  0.492754
2    2021-02-03  69  0.507246  0.217391  0.449275
3    2021-02-04  70  0.385714  0.242857  0.514286
4    2021-02-05  70  0.457143  0.242857  0.528571
...         ...  ..       ...       ...       ...
1003 2025-01-29  89  0.808989  0.730337  0.696629
1004 2025-01-30  89  0.797753  0.730337  0.752809
1005 2025-01-31  89  0.786517  0.741573  0.775281
1006 2025-02-03  89  0.775281  0.764045  0.741573
1007 2025-02-04  89  0.775281  0.719101  0.741573

[1008 rows x 5 columns]",,,,364,0.017323466246546827,0.05949370583689304,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.05,40985,1008,48,0.5730633158472612,0.502134927412468,0.07092838843479321,0.5357548949018119,0.6082587780443641,55.71262376757446,0.6879999889494911,0.5615079365079365,"            day   n       acc   frac_up      y_up
0    2021-02-01  34  0.588235  0.411765  0.411765
1    2021-02-02  34  0.500000  0.382353  0.470588
2    2021-02-03  34  0.529412  0.294118  0.470588
3    2021-02-04  35  0.400000  0.428571  0.457143
4    2021-02-05  35  0.485714  0.342857  0.457143
...         ...  ..       ...       ...       ...
1003 2025-01-29  44  0.818182  0.568182  0.613636
1004 2025-01-30  44  0.795455  0.568182  0.727273
1005 2025-01-31  44  0.795455  0.590909  0.750000
1006 2025-02-03  44  0.772727  0.590909  0.681818
1007 2025-02-04  44  0.772727  0.636364  0.681818

[1008 rows x 5 columns]",,,,365,0.018495888556773518,0.06353491097898618,True
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.02,16227,1008,48,0.5866765267763604,0.5447094348924632,0.041967091883897245,0.5463174681723671,0.6242901141834144,25.98594323793611,0.672346923990394,0.6200396825396826,"            day   n       acc   frac_up      y_up
0    2021-02-01  13  0.461538  0.538462  0.461538
1    2021-02-02  13  0.307692  0.538462  0.461538
2    2021-02-03  13  0.615385  0.615385  0.384615
3    2021-02-04  14  0.285714  0.500000  0.500000
4    2021-02-05  14  0.428571  0.571429  0.428571
...         ...  ..       ...       ...       ...
1003 2025-01-29  17  0.941176  0.294118  0.352941
1004 2025-01-30  17  0.882353  0.294118  0.411765
1005 2025-01-31  17  0.764706  0.294118  0.529412
1006 2025-02-03  17  0.764706  0.235294  0.470588
1007 2025-02-04  17  0.764706  0.294118  0.529412

[1008 rows x 5 columns]",,,,366,0.019890981125267156,0.06834301060208103,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,0.01,7972,1008,48,0.6110135474159558,0.5812844957350728,0.029729051680883023,0.567690784217834,0.6496931846653808,14.948228168726624,0.7434945042831947,0.6845238095238095,"            day  n       acc   frac_up      y_up
0    2021-02-01  6  0.333333  0.833333  0.166667
1    2021-02-02  6  0.500000  0.833333  0.333333
2    2021-02-03  6  0.500000  0.833333  0.333333
3    2021-02-04  7  0.428571  0.571429  0.285714
4    2021-02-05  7  0.428571  0.857143  0.285714
...         ... ..       ...       ...       ...
1003 2025-01-29  8  1.000000  0.000000  0.000000
1004 2025-01-30  8  1.000000  0.000000  0.000000
1005 2025-01-31  8  0.875000  0.125000  0.250000
1006 2025-02-03  8  0.875000  0.125000  0.250000
1007 2025-02-04  8  0.875000  0.125000  0.250000

[1008 rows x 5 columns]",,,,367,0.02091897970600684,0.07189170000854708,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,,10080,1008,48,0.6017857142857143,0.535218253968254,0.0665674603174603,0.563687996031746,0.6370089285714285,14.64927735578295,0.5,0.6904761904761905,,5.0,balanced,0.5,368,0.018704319525429215,0.0642954443979506,True
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,,20160,1008,48,0.5873511904761904,0.5297123015873015,0.057638888888888906,0.552280505952381,0.6206870039682539,24.252439806337684,0.5,0.6507936507936508,,10.0,balanced,0.5,369,0.01745063724894718,0.059999730225230086,False
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,,40320,1008,48,0.5727678571428572,0.512797619047619,0.05997023809523816,0.5395052083333334,0.6044971478174603,44.62699161843391,0.5,0.5982142857142857,,20.0,balanced,0.5,370,0.01657957639901198,0.057017850258267506,True
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,,80640,1008,48,0.5604166666666667,0.5015128968253968,0.05890376984126988,0.527143787202381,0.5915553695436507,84.77458714509719,0.5,0.5218253968253969,,40.0,balanced,0.5,371,0.016431526107466773,0.05652159362593211,True
I_relative_21_ens_lh_v2_no_market,relative,21,ens_lh,expanding,liquid,v2_no_market,relative,,161280,1008,48,0.5482080853174603,0.5159660218253969,0.03224206349206349,0.5181849888392858,0.5773890128968253,145.55722874144428,0.5,0.44146825396825395,,80.0,balanced,0.5,372,0.015103067361617232,0.05196374382421415,False
I_relative_42_ens_lh_v2_no_market,relative,42,ens_lh,expanding,liquid,v2_no_market,relative,1.0,717587,882,21,0.5252394483177649,0.5551034229995805,-0.029863974681815564,0.501292134917262,0.5489729561042995,438.74055163846066,0.7369136468157376,0.68140589569161,"           day    n       acc   frac_up      y_up
0   2021-03-03  713  0.329593  0.301543  0.660589
1   2021-03-04  713  0.325386  0.311360  0.652174
2   2021-03-05  713  0.343619  0.332398  0.652174
3   2021-03-08  712  0.337079  0.323034  0.679775
4   2021-03-09  711  0.333333  0.338959  0.682138
..         ...  ...       ...       ...       ...
877 2024-08-27  892  0.541480  0.807175  0.543722
878 2024-08-28  891  0.530864  0.821549  0.534231
879 2024-08-29  893  0.522956  0.817469  0.533035
880 2024-08-30  895  0.528492  0.808939  0.527374
881 2024-09-03  894  0.511186  0.806488  0.525727

[882 rows x 5 columns]",,,,373,0.012163474792611617,0.04185924586121284,False
I_relative_42_ens_lh_v2_no_market,relative,42,ens_lh,expanding,liquid,v2_no_market,relative,0.5,358570,882,21,0.5342583038179435,0.5615361017374572,-0.02727779791951368,0.5007022609175817,0.5678352273240681,425.6546464815584,0.7910003977143287,0.6258503401360545,"           day    n       acc   frac_up      y_up
0   2021-03-03  356  0.261236  0.154494  0.747191
1   2021-03-04  356  0.283708  0.176966  0.730337
2   2021-03-05  356  0.278090  0.213483  0.721910
3   2021-03-08  356  0.264045  0.191011  0.741573
4   2021-03-09  355  0.264789  0.191549  0.740845
..         ...  ...       ...       ...       ...
877 2024-08-27  446  0.573991  0.863229  0.544843
878 2024-08-28  445  0.546067  0.869663  0.528090
879 2024-08-29  446  0.524664  0.881166  0.508969
880 2024-08-30  447  0.539150  0.883669  0.521253
881 2024-09-03  447  0.534676  0.863535  0.523490

[882 rows x 5 columns]",,,,374,0.01712575673634856,0.05894970956070773,False
I_relative_42_ens_lh_v2_no_market,relative,42,ens_lh,expanding,liquid,v2_no_market,relative,0.25,179070,882,21,0.5425085162227062,0.554537331769699,-0.012028815546992755,0.5038531550499797,0.5806483117535008,284.37178389519914,0.7757721476293095,0.6179138321995464,"           day    n       acc   frac_up      y_up
0   2021-03-03  178  0.230337  0.123596  0.747191
1   2021-03-04  178  0.286517  0.146067  0.735955
2   2021-03-05  178  0.280899  0.191011  0.730337
3   2021-03-08  178  0.286517  0.146067  0.758427
4   2021-03-09  177  0.305085  0.163842  0.757062
..         ...  ...       ...       ...       ...
877 2024-08-27  223  0.627803  0.838565  0.573991
878 2024-08-28  222  0.576577  0.851351  0.536036
879 2024-08-29  223  0.573991  0.843049  0.542601
880 2024-08-30  223  0.560538  0.838565  0.533632
881 2024-09-03  223  0.529148  0.843049  0.497758

[882 rows x 5 columns]",,,,375,0.019590601199877832,0.06744931060846292,False
I_relative_42_ens_lh_v2_no_market,relative,42,ens_lh,expanding,liquid,v2_no_market,relative,0.1,71345,882,21,0.5474665358469409,0.5311093979956549,0.016357137851286008,0.5016596238524429,0.5932734439431073,160.68017848879526,0.7222600120784373,0.54421768707483,"           day   n       acc   frac_up      y_up
0   2021-03-03  71  0.239437  0.169014  0.704225
1   2021-03-04  71  0.295775  0.197183  0.732394
2   2021-03-05  71  0.352113  0.239437  0.690141
3   2021-03-08  71  0.267606  0.169014  0.732394
4   2021-03-09  71  0.281690  0.183099  0.760563
..         ...  ..       ...       ...       ...
877 2024-08-27  89  0.662921  0.730337  0.550562
878 2024-08-28  89  0.573034  0.741573  0.449438
879 2024-08-29  89  0.573034  0.707865  0.460674
880 2024-08-30  89  0.584270  0.707865  0.471910
881 2024-09-03  89  0.528090  0.707865  0.415730

[882 rows x 5 columns]",,,,376,0.023370872472108273,0.08048264203057036,False
